id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
5589,31056,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Accident of Blerta Mucolli,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,50000,CHF,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,7F-01839.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Australia, Government of",NA,2001-10-10T00:00:00.000Z
5590,43478,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Kosovo/coordination office/agricultural programme/follow-up,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,70000,CHF,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,7F-07777.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Australia, Government of",NA,2001-10-10T00:00:00.000Z
5591,15528,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Assessment Mission Lab Conakry,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,25000,CHF,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,7F-5529.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,4398,World Health Organization,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,52,West Africa 2001,single,,,,NA,605,Emergency and humanitarian health coordination,single,,,,WA/GUI-01-1/N30,NA,9,West Africa 2001-2002,single,,,,NA,Primary,"Switzerland, Government of",NA,2001-10-10T00:00:00.000Z
5592,27329,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Reintegration help for IDPs,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,44000,CHF,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,7F-01837.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,69,Eritrea,single,,,,4760,SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Australia, Government of",NA,2001-10-10T00:00:00.000Z
5593,106087,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Contribution to liaison office in Geneva,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,170800,CHF,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,7F-01837.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Norway, Government of",Other,2001-03-01T00:00:00.000Z
5594,31055,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Annual contribution to Joint UNEP/OCHA environment Unit,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,50000,CHF,Traditional aid,,commitment,2002-01-28T00:00:00Z,1,incoming,single,7F-07492.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Australia, Government of",NA,2001-10-10T00:00:00.000Z
5595,975610,2001,,financial,2001-10-11T00:00:00Z,2001-10-04T00:00:00Z,2001-10-04T00:00:00Z,To provide food medicines and emergency medical facilities both inside Afghanistan and in neighbouring countries,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,2e+06,AUD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Germany, Government of",NA,2001-10-11T00:00:00.000Z
5596,121951,2001,,financial,2001-10-11T00:00:00Z,2001-10-04T00:00:00Z,2001-10-04T00:00:00Z,To assist the operations of Australian NGOs contributing to the overall humanitarian response for Afghanistan,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,AUD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,117,Australian Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Netherlands, Government of",NA,2001-10-11T00:00:00.000Z
5597,121951,2001,,financial,2001-10-11T00:00:00Z,2001-10-04T00:00:00Z,2001-10-04T00:00:00Z,To assist the operations of Australian NGOs contributing to the overall humanitarian response for Afghanistan,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,AUD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,8468,CARE Australia,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Switzerland, Government of",NA,2001-10-07T00:00:00.000Z
5598,6211,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,Pette hospital,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,10000,CHF,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,7F-1858.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,39,Cameroon,single,,,,3353,FSS,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United States of America, Government of",NA,2001-10-11T00:00:00.000Z
5599,121951,2001,,financial,2001-10-11T00:00:00Z,2001-10-04T00:00:00Z,2001-10-04T00:00:00Z,To assist the operations of Australian NGOs contributing to the overall humanitarian response for Afghanistan,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,AUD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,2609,Oxfam Australia,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,"United States of America, Government of; NA",Other; Other,2001-10-11T00:00:00.000Z; 2001-10-11T00:00:00.000Z
56,108696,2001,,financial,2001-03-01T00:00:00Z,2000-12-06T00:00:00Z,2000-12-06T00:00:00Z,To support the OHCHR's activities in Sierra Leone in 2001. Contribution chanelled through Norway Royal Ministry of Foreign Affairs.,,9.199971,2001-03-01T00:00:00Z,Standard,Humanitarian aid,TRUE,1e+06,NOK,Traditional aid,,commitment,2011-02-01T16:04:00Z,1,incoming,single,SLEK0221,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,10,Protection,single,,,,200,Sierra Leone,single,,,,3,Office of the High Commissioner for Human Rights,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,38,Sierra Leone 2001,single,,,,NA,461,Integrating human rights in the training of Regional Peacekeepers under the auspices of the ECOWAS Military Monitoring Group (ECOMOG),single,,,,WA/SIL-01-1/N39,NA,,,,,,,,Primary; Primary,"Denmark, Government of; World Food Programme",Other; Other,2001-10-11T00:00:00.000Z; 2001-10-11T00:00:00.000Z
5600,158730,2001,,financial,2001-10-11T00:00:00Z,2001-10-04T00:00:00Z,2001-10-04T00:00:00Z,For the Afghan Forum -  to bring together Afghan Support Group Countries to mobilise support and increase funding for developing more enduring solutions for displaced Afghanis and explore appropriate international responses,,,2001-10-10T00:00:00Z,Standard,Humanitarian aid,TRUE,3e+05,AUD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,1,Afghanistan,single,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,International Organization for Migration,NA,2001-10-11T00:00:00.000Z
5601,75755,2001,,financial,2001-10-11T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,"Procurement of suplementary food, heating material and stoves",,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,82497,EUR,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,GF 07 321.50 BIH 30/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,5297,Freundschaftsbrucke Deutschland e.V.,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Canada, Government of",NA,2001-10-11T00:00:00.000Z
5602,1239669,2001,,financial,2001-10-11T00:00:00Z,2001-09-25T00:00:00Z,2001-09-25T00:00:00Z,Information on fast evacuation of mine victims out of mine fields; training in specialised first aid to mine victims; specialist surgical and orthopedic aid; production of artificial limbs; promoting the worldwide acceptance of the Ottawa Convention,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,3e+06,NLG,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,WW185814,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,15,Protection - Mine Action,single,,,,,,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Germany, Government of",NA,2001-10-11T00:00:00.000Z
5603,124224,2001,,in kind,2001-10-11T00:00:00Z,2001-10-07T00:00:00Z,2001-10-07T00:00:00Z,In kind-secondments and direct actions concerning crisis in Afghanistan  [through Swiss Disaster Relief Unit],,1.609995,2001-10-07T00:00:00Z,Standard,Humanitarian aid,TRUE,2e+05,CHF,Traditional aid,,commitment,2011-04-07T10:12:00Z,1,outgoing,single,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,,,,,,,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Ireland, Government of",NA,2001-10-03T00:00:00.000Z
5604,378000,2002,,financial,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,Emergency health and water/sanitation assistance to displaced persons in Madura,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,State 174961,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,104,Indonesia,single,,,,4303,International Medical Corps US,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2001-10-11T00:00:00.000Z
5605,175000,2002,,financial,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,Cash (Belize),,,2001-10-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2002-01-02T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Ireland, Government of",NA,2001-10-03T00:00:00.000Z
5606,123456,2001,,financial,2001-10-11T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,"Cash - DKK 1,000,000 For air transport",,,2001-10-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-11T00:00:00Z,1,incoming,single,,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,152,Mozambique,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,38,MOZAMBIQUE - Floods - February 2001,single,,,,,Primary; Primary,Office for the Coordination of Humanitarian Affairs; Office for the Coordination of Humanitarian Affairs,Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5607,385000,2001,,financial,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,Counter-trafficking,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-10-11T00:00:00Z,1,incoming,single,,22,Belgium,single,,,,2927,"Belgium, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,10,Protection,single,,,,,,,,,,2986,International Organization for Migration,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,48,Southeastern Europe 2001,single,,,,NA,420,"Protection, human rights and rule of law",single,,,,SEE/FYROM/IOM-01-1/N14,NA,10,Southeastern Europe 2000 - 2002,single,,,,NA,Primary; Primary,"Norway, Government of; Office for the Coordination of Humanitarian Affairs",Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5608,162338,2001,,financial,2001-10-11T00:00:00Z,2001-09-25T00:00:00Z,2001-09-25T00:00:00Z,Improve access to basic humanitarian assistance and health services for the population in the Magdalena Medio region,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,CAD,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,M010963,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,49,Colombia,single,,,,8464,Médecins Sans Frontières - Canada,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,"NA; Mexico, Government of",Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5609,23474,2001,,financial,2001-10-11T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Medical care for war-wounded children,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,50000,DEM,Traditional aid,,commitment,2001-10-11T00:00:00Z,1,incoming,single,M010963,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,7,Angola,single,,,,3775,Friedensdorf International,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,Pan-American Health Organization (World Health Organization); Pan-American Health Organization (World Health Organization),Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5610,349790,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,"Humanitaria relief assistance  (health and medical, food, shelter and household items",,,2001-10-03T00:00:00Z,Standard,Humanitarian aid,TRUE,3e+05,IEP,Traditional aid,,commitment,2002-03-27T00:00:00Z,1,outgoing,single,GOA 10 01 03 01,107,Ireland,single,,,,3009,"Ireland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,3431,GOAL,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,International Federation of Red Cross and Red Crescent Societies; International Federation of Red Cross and Red Crescent Societies,Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5611,802469,2001,,financial,2001-10-11T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,WFP Danish trust fund for port captains for 2001,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,6500000,DKK,Traditional aid,,commitment,2005-01-04T00:00:00Z,1,incoming,single,88.C.35.b.2,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,Pan-American Health Organization (World Health Organization); Pan-American Health Organization (World Health Organization),Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5612,466387,2001,,financial,2001-10-11T00:00:00Z,2001-10-01T00:00:00Z,2001-10-01T00:00:00Z,"Emergency humanitarian assistance and protection for IDPs (sanitation, food, shelter and household items)",,,2001-10-03T00:00:00Z,Standard,Humanitarian aid,TRUE,4e+05,IEP,Traditional aid,,commitment,2002-03-27T00:00:00Z,1,outgoing,single,Con 14 01,107,Ireland,single,,,,3009,"Ireland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,1504,Concern Worldwide,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,United Nations Children's Fund; United Nations Children's Fund,Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5613,15000,1996,,financial,2001-10-12T00:00:00Z,2001-10-06T00:00:00Z,2001-10-06T00:00:00Z,Emergency cash grant (Belize),,,2001-10-12T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,internal,single,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Germany, Government of",NA,2001-04-02T00:00:00.000Z
5614,15000,,,financial,2001-10-12T00:00:00Z,2001-10-06T00:00:00Z,2001-10-06T00:00:00Z,Cash from pre-positioned funds (Belize),,,2001-10-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"United Kingdom, Government of",Other,2001-10-12T00:00:00.000Z
5615,0,,,in kind,2001-10-12T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,Two medical teams and post-hurricane medical supplies*,,,2001-10-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,144,Mexico,single,,,,4856,"Mexico, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Singapore, Government of",NA,2001-10-11T00:00:00.000Z
5616,0,1996,,in kind,2001-10-12T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Health assessment team; damage assessment*,,,2001-10-12T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,internal,single,,,,,,,,8498,Pan-American Health Organization (World Health Organization),single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,8498,Pan-American Health Organization (World Health Organization),single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Germany, Government of",NA,2001-10-12T00:00:00.000Z
5617,0,,,in kind,2001-10-12T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Coordinate the implementation of damage and needs assessment,,,2001-10-12T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,internal,single,,,,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Sweden, Government of",NA,2001-10-11T00:00:00.000Z
5618,447000,1997,,financial,2001-10-12T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Cash,,,2001-10-12T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2002-01-02T00:00:00Z,1,internal,single,,,,,,,,8498,Pan-American Health Organization (World Health Organization),single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,8498,Pan-American Health Organization (World Health Organization),single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,United Nations Development Programme,NA,2001-10-12T00:00:00.000Z
5619,50000,,,financial,2001-10-12T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Cash,,,2001-10-12T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,internal,single,,,,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,United Nations Development Programme,NA,2001-10-12T00:00:00.000Z
