id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code
245898,2455494,2021,,financial,2022-01-11T02:25:39.750Z,2021-12-15T00:00:00Z,2021-12-15T00:00:00Z,"Support to Save the Children efforts in Syria, 2022-23",,6.516,2022-01-10T00:00:00Z,Standard,,TRUE,16000000,DKK,Traditional aid,,commitment,2022-01-25T11:27:54.656Z,1,incoming,single,2021-41732,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,2849,Save the Children,single,NGO,International,43,2022,single,,,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245904,16894977,2022,,financial,2022-01-12T02:25:30.341Z,2022-01-10T00:00:00Z,2022-01-10T00:00:00Z,"-,Action G: ECHO Flight (ECHO/TLO/BUD/2022/91000)",,0.876,2022-01-11T00:00:00Z,Parked,Multiyear,TRUE,14800000,EUR,Traditional aid,,commitment,2022-01-17T16:00:03.753Z,1,incoming,shared,ECHO/TLO/BUD/2022/91000,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245925,1000000,,,financial,2022-01-12T16:03:29.600Z,2022-01-16T00:00:00Z,2022-01-16T00:00:00Z,Supporting Local Capacity Development to Teach the Illiterate and Students with Disabilities (Phase I),earmarked,,2022-01-04T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2022-01-13T10:16:25.620Z,1,incoming,single,1775	7949,196,Saudi Arabia,single,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,248,Yemen,single,,,12319,Yamani Foundation for Development and Humanitarian Works,single,NGO,Local,43,2022,single,,,3,Education,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245926,142667,,,in kind,2022-01-12T16:05:33.180Z,2021-02-03T00:00:00Z,2021-02-03T00:00:00Z,Voluntary Medical Campaign for specialized  Surgery in Yemen,earmarked,,2022-01-04T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2022-01-13T08:59:32.420Z,1,outgoing,single,1782 8152,196,Saudi Arabia,single,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,196; 248,Saudi Arabia; Yemen,shared; shared,NULL; NULL,NULL; NULL,6770,King Salman Humanitarian Aid and Relief Center,single,Government,Local Government,42,2021,single,,,7,Health,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245927,1300000,,,financial,2022-01-12T16:13:49.721Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Joint implementation program support and empower young people and women to improve livelihoods in Yemen,earmarked,,2022-01-04T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2022-01-13T08:53:01.139Z,1,incoming,single,1783 8147,196,Saudi Arabia,single,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,248,Yemen,single,,,8319,Benevolence Coalition For Humanitarian Relief,single,NGO,National,43,2022,single,,,2,Early Recovery,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245971,3424658,2022,,financial,2022-01-14T02:25:28.087Z,2022-01-13T00:00:00Z,2022-01-13T00:00:00Z,Core funding to ICRC,unearmarked,0.876,2022-01-13T00:00:00Z,Standard,,TRUE,3000000,EUR,Traditional aid,,commitment,2022-01-17T15:59:41.695Z,1,incoming,single,,75,Finland,single,,,5295,"Finland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,International Society,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245972,7990868,2022,,financial,2022-01-14T02:25:28.312Z,2022-01-13T00:00:00Z,2022-01-13T00:00:00Z,Core funding to UNHCR,unearmarked,0.876,2022-01-13T00:00:00Z,Standard,,TRUE,7000000,EUR,Traditional aid,,commitment,2022-01-17T15:57:03.956Z,1,incoming,single,,75,Finland,single,,,5295,"Finland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,4397,United Nations High Commissioner for Refugees,single,UN agency,,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245973,0,,245975|245974,financial,2022-01-14T15:02:23.974Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"GBV Response in Tigray. Multiyear 2021/2022, total amount CHF 500,000",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-14T15:12:31.735Z,1,incoming,shared,7F-10829.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,71,Ethiopia,single,,,3001,International Rescue Committee,single,NGO,International,43; 42,2022; 2021,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245975,109290,,,financial,2022-01-14T15:12:31.538Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"GBV Response in Tigray. Multiyear 2021/2022. 2022 portion total amount CHF 100,000",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,245973,commitment,2022-01-14T15:12:31.538Z,1,incoming,single,7F-10829.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,71,Ethiopia,single,,,3001,International Rescue Committee,single,NGO,International,43,2022,single,,,13,Protection - Gender-Based Violence,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245976,0,,245980|245979|245978|245977,financial,2022-01-14T15:41:54.456Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Life-saving Humanitarian Assistance and Increased Resilience for Crisis- affected Populations in Syria. Multiyear 2021/2024 total amount CHF 2,000,000",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T08:37:40.739Z,1,incoming,shared,7F-09415.06,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,4528,MEDAIR,single,NGO,International,43; 42; 44; 45,2022; 2021; 2023; 2024,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,11,Water Sanitation Hygiene,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245978,546448,,,financial,2022-01-14T15:45:05.517Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Life-saving Humanitarian Assistance and Increased Resilience for Crisis- affected Populations in Syria. Multiyear 2021/2024.2022 portion total amount CHF 500,000",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,500000,CHF,Traditional aid,245976,paid,2022-01-17T08:37:15.860Z,1,incoming,single,7F-09415.06,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,4528,MEDAIR,single,NGO,International,43,2022,single,,,11,Water Sanitation Hygiene,single,,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,,,,,,,,,,,,,,,,,,,,,,,,,
245981,500000,,,financial,2022-01-20T02:25:31.468Z,2022-01-14T00:00:00Z,2021-10-20T00:00:00Z,Humanitarian Data Center - The Hague. [OCT 9904];[S08-50-321.50 ALL 40/21; GZ StäV Genf],softly earmarked,0.86,2022-01-15T00:00:00Z,Standard,,TRUE,438000,EUR,Traditional aid,,paid,2022-01-20T07:52:36.739Z,2,incoming,single,[OCT 9904];[S08-50-321.50 ALL 40/21; GZ StäV Genf],83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,635,Specially Designated Contributions (OCHA),single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245982,641553,,,financial,2022-01-20T02:25:32.043Z,2022-01-14T00:00:00Z,2021-10-20T00:00:00Z,HFRMD (Anticipatory Action)  [OCT 9904];[S08-50-321.50 ALL 40/21; GZ StäV Genf],earmarked,0.86,2022-01-15T00:00:00Z,Standard,,TRUE,562000,EUR,Traditional aid,,paid,2022-01-20T07:51:40.127Z,2,incoming,single,[OCT 9904];[S08-50-321.50 ALL 40/21; GZ StäV Genf],83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,635,Specially Designated Contributions (OCHA),single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245983,501952,2021,,financial,2022-01-15T02:25:17.531Z,2022-01-11T00:00:00Z,2022-01-11T00:00:00Z,Humanitarian Emergency Assistance and Protection Response to Typhoon Rai Affected People in the Philippines (HEART),,8.965,2022-01-14T00:00:00Z,Standard,,TRUE,4500000,SEK,Traditional aid,,commitment,2022-01-17T15:56:14.067Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,176,Philippines,single,,,2304,Islamic Relief Worldwide,single,NGO,International,43,2022,single,,,,,,,,,,,,,,,,,,1101,Philippines: Super Typhoon Rai (Odette) - Humanitarian Needs and Priorities,single,,,,,,,,,,,,,,,
245984,0,,245986|245985,financial,2022-01-17T09:24:16.232Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Rapid Response mechanism (RRM). Multiyear 2021/2022, total amount CHF 1, 900,000",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T09:27:13.617Z,1,incoming,shared,7F-10068.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,43,Central African Republic,single,,,2915,United Nations Children's Fund,single,UN agency,,43; 42,2022; 2021,shared; shared,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245986,765027,,,financial,2022-01-17T09:27:13.474Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Rapid Response mechanism (RRM). Multiyear 2021/2022.2022 portion total amount CHF 700,000",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,700000,CHF,Traditional aid,245984,paid,2022-01-17T09:27:13.474Z,1,incoming,single,7F-10068.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,43,Central African Republic,single,,,2915,United Nations Children's Fund,single,UN agency,,43,2022,single,,,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245987,0,,245991|245990|245989|245988,financial,2022-01-17T09:46:34.348Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Small-Project Credit Line through SCPO Bogota , Multi-year, 2021/2024, total amount CHF 1,000,000  (7F-01683.14)",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T09:53:58.019Z,1,incoming,shared,7F-01683.14,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,45; 44; 43; 42,2024; 2023; 2022; 2021,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245988,109290,,,financial,2022-01-17T09:50:32.455Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Small-Project Credit Line through SCPO Bogota , Multi-year, 2021/2024. 2021 total amount CHF 100,000  (7F-01683.14)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,245987,paid,2022-01-17T09:50:32.455Z,1,outgoing,single,7F-01683.14,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245989,437158,,,financial,2022-01-17T09:52:11.676Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Small-Project Credit Line through SCPO Bogota , Multi-year, 2021/2024. 2022  total amount CHF 400,000  (7F-01683.14)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,400000,CHF,Traditional aid,245987,paid,2022-01-17T09:52:11.676Z,1,incoming,single,7F-01683.14,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245990,327869,,,financial,2022-01-17T09:53:00.509Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Small-Project Credit Line through SCPO Bogota , Multi-year, 2021/2024. 2023  total amount CHF 300,000  (7F-01683.14)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,300000,CHF,Traditional aid,245987,commitment,2022-01-17T09:53:00.509Z,1,outgoing,single,7F-01683.14,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245991,218579,,,financial,2022-01-17T09:53:57.693Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Small-Project Credit Line through SCPO Bogota , Multi-year, 2021/2024. 2024  total amount CHF 200,000  (7F-01683.14)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,200000,CHF,Traditional aid,245987,commitment,2022-01-17T09:53:57.693Z,1,outgoing,single,7F-01683.14,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,45,2024,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245994,0,,245996|245995,financial,2022-01-17T13:23:52.091Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Donbas SOS: Hotline Services for the conflict-affected population in Ukraine. Multi-year, 2021/2022, total amount CHF 40,000  (7F-10073.04)",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T13:27:38.130Z,1,incoming,shared,7F-10073.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,234,Ukraine,single,,,7302,Donbas SOS,single,NGO,National,42; 43,2021; 2022,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245995,39344,,,financial,2022-01-17T13:26:25.581Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Donbas SOS: Hotline Services for the conflict-affected population in Ukraine. Multi-year, 2021/2022. 2021 total amount CHF 36,000  (7F-10073.04)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,36000,CHF,Traditional aid,245994,paid,2022-01-17T13:26:25.581Z,1,outgoing,single,7F-10073.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,234,Ukraine,single,,,7302,Donbas SOS,single,NGO,National,42,2021,single,,,10,Protection,single,,,,,,,5885,Protection,single,,,,1015,Ukraine Humanitarian Response Plan 2021,single,,,NA,NA,NA,NA,NA,171881,Protection of rights and freedoms of the population affected by conflict in Eastern Ukraine  in the context of the COVID epidemic,single,,,HUKR21-PRO-171881-1,NA,
245996,4372,,,financial,2022-01-17T13:27:37.979Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Donbas SOS: Hotline Services for the conflict-affected population in Ukraine. Multi-year, 2021/2022. 2022 total amount CHF 4,000  (7F-10073.04)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,4000,CHF,Traditional aid,245994,paid,2022-01-17T13:27:37.979Z,1,incoming,single,7F-10073.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,234,Ukraine,single,,,7302,Donbas SOS,single,NGO,National,43,2022,single,,,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245997,0,,246000|245999|245998,financial,2022-01-17T13:34:13.197Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Nepal: Small Scale Actions Credit Line. Multi-year, 2021/2023, total amount CHF 200,000  (7F-04334.07)",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T13:38:40.436Z,1,incoming,shared,7F-04334.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,156,Nepal,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,44; 42; 43,2023; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245998,10929,,,financial,2022-01-17T13:37:04.887Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Nepal: Small Scale Actions Credit Line. Multi-year, 2021/2023. 2021 total amount CHF 10,000  (7F-04334.07)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,10000,CHF,Traditional aid,245997,paid,2022-01-17T13:37:04.887Z,1,outgoing,single,7F-04334.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,156,Nepal,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,42,2021,single,,,4,Emergency Shelter and NFI,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245999,109290,,,financial,2022-01-17T13:37:53.680Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Nepal: Small Scale Actions Credit Line. Multi-year, 2021/2023. 2022 total amount CHF 100,000  (7F-04334.07)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,245997,paid,2022-01-17T13:37:53.680Z,1,incoming,single,7F-04334.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,156,Nepal,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,4,Emergency Shelter and NFI,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246000,98361,,,financial,2022-01-17T13:38:40.259Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Nepal: Small Scale Actions Credit Line. Multi-year, 2021/2023. 2023 total amount CHF 90,000  (7F-04334.07)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,90000,CHF,Traditional aid,245997,commitment,2022-01-17T13:38:40.259Z,1,outgoing,single,7F-04334.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,156,Nepal,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,44,2023,single,,,4,Emergency Shelter and NFI,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246001,0,,246004|246003|246002,financial,2022-01-17T13:44:27.191Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Emergency Response to IDPs Cabo Delgado. Multi-year, 2021/2023, total amount CHF 800,000  (7F-10879.01)",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T13:48:40.894Z,1,incoming,shared,7F-10879.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,152,Mozambique,single,,,3230,Solidarités International,single,NGO,International,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246002,437158,,,financial,2022-01-17T13:47:05.224Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Emergency Response to IDPs Cabo Delgado. Multi-year 2021/2023. 2021 total amount CHF 400,000  (7F-10879.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,400000,CHF,Traditional aid,246001,paid,2022-01-17T13:47:05.224Z,1,outgoing,single,7F-10879.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,152,Mozambique,single,,,3230,Solidarités International,single,NGO,International,42,2021,single,,,11,Water Sanitation Hygiene,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246003,382514,,,financial,2022-01-17T13:47:44.384Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Emergency Response to IDPs Cabo Delgado. Multi-year 2021/2023. 2022 total amount CHF 350,000  (7F-10879.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,350000,CHF,Traditional aid,246001,paid,2022-01-17T13:47:44.384Z,1,incoming,single,7F-10879.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,152,Mozambique,single,,,3230,Solidarités International,single,NGO,International,43,2022,single,,,11,Water Sanitation Hygiene,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246004,54645,,,financial,2022-01-17T13:48:40.784Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"Emergency Response to IDPs Cabo Delgado. Multi-year 2021/2023. 2023 total amount CHF 50,000  (7F-10879.01)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,50000,CHF,Traditional aid,246001,commitment,2022-01-17T13:48:40.784Z,1,outgoing,single,7F-10879.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,152,Mozambique,single,,,3230,Solidarités International,single,NGO,International,44,2023,single,,,11,Water Sanitation Hygiene,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246005,0,,246007|246006,financial,2022-01-17T14:05:22.372Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"UN Multi-Partner Trust Fund for Peacebuilding. Multi-year, 2021/2022, total amount CHF 1,400,000  (7F-09499.02)",earmarked,0.915,2022-01-05T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2022-01-17T14:09:33.522Z,1,incoming,shared,7F-09499.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,5294,United Nations Development Programme,single,UN agency,,42; 43,2021; 2022,shared; shared,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246006,1311475,,,financial,2022-01-17T14:08:30.767Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"UN Multi-Partner Trust Fund for Peacebuilding. Multi-year, 2021/2022. 2021 total amount CHF 1,200,000  (7F-09499.02)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,1200000,CHF,Traditional aid,246005,paid,2022-01-17T14:08:30.767Z,1,outgoing,single,7F-09499.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,5294,United Nations Development Programme,single,UN agency,,42,2021,single,,,,,,,,,,,,,,,,,,1016,Colombia Humanitarian Response Plan 2021,single,,,,,,,,,,,,,,,
246007,218579,,,financial,2022-01-17T14:09:33.048Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,"UN Multi-Partner Trust Fund for Peacebuilding. Multi-year, 2021/2022. 2022 total amount CHF 200,000  (7F-09499.02)",earmarked,0.915,2022-01-05T00:00:00Z,Standard,Multiyear,TRUE,200000,CHF,Traditional aid,246005,paid,2022-01-17T14:09:33.048Z,1,incoming,single,7F-09499.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,49,Colombia,single,,,5294,United Nations Development Programme,single,UN agency,,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
