id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
9500,988875,2000,,financial,2002-07-12T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Rehabilitation  and reintegration programme for refugees in Liberia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-12T00:00:00Z,1,incoming,single,8000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,126,Liberia,single,,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9501,370828,2000,,financial,2002-07-12T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Assistance to IDPs in Montenegro,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-12T00:00:00Z,1,incoming,single,3000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9502,247219,2000,,financial,2002-07-12T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Income generating activities for ethnic Russians in Chechnya,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-12T00:00:00Z,1,outgoing,single,2000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,2,Early Recovery,single,,,,,184,Russian Federation,single,,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,20,1999,single,,,,,12,Caucasus (Northern) 1999 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9504,988875,2000,,financial,2002-07-12T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Social relief programme for IDPs in Serbia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-12T00:00:00Z,1,incoming,single,8000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9511,1236093,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Food, clothes and hygiene articles for Chechnyan and Inguchechnyan displaced persons",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,outgoing,single,10200000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,184,Russian Federation,single,,,,,52,Danish Refugee Council/AFS Danish People's Aid,single,NGOs,Uncategorized NGOs,Uncategorized Actors,,,,,,,,,,,,,,,,20,1999,single,,,,,12,Caucasus (Northern) 1999 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9513,1112485,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,House reconstruction in the northern part of Kosovo,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,9000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,,,,,,,2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9515,1050680,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Implementation of psycho-social programmes for children in Kosovo,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,8500000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,7,Health,single,,,,,,,,,,,,2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9516,556242,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Implementation of psycho-social programmes for children in Serbia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,4500000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9518,954017,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Soup kitchens in Serbia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,7718000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2054,Danish Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,United Nations Children's Fund,Other,2001-04-05T00:00:00.000Z
952,92592,2000,,financial,2001-04-05T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Nuba-Mountains - multi-sectoral assistance (OLS Khartoum) (UNICEF),,,2001-04-05T00:00:00Z,Standard,,TRUE,USD,Traditional aid,,paid,2012-03-30T11:42:00Z,1,incoming,single,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,,,,,,26479,Multi-sector,single,,,,NA,212,Sudan,single,,,,NA,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,NA,60,Sudan 2000,single,,,,NA,712,Nuba Mountains - multi-sectoral assistance,single,,,,SUD-00-1/N24,21,2000,single,,,,NA,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9522,346106,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Medicine, food and water to refugees",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,2800000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,52,"Congo, The Democratic Republic of the",single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9523,494438,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Distribution of fertilizer and seed grain to the victims of the conflict,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,DKK,Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,4000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26512,Agriculture,single,,,,,1,Afghanistan,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9526,618047,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Basic necessities and health facilities to IDPs,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,5000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,7,Health,single,,,,,7,Angola,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9527,494438,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Relief aid for 100,000 IDPs in Keren, Ertirea",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,4000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,69,Eritrea,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9528,309024,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Support to the vicitims of the war between Ertirea and Ethiopia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,69,Eritrea,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9529,309024,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Support to the victims of war between Eritrea and Ethiopia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,71,Ethiopia,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,United Nations Children's Fund,Other,2001-04-05T00:00:00.000Z
953,138888,2000,,financial,2001-04-05T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Nuba-Mountains - multi-sectoral assistance (OLS Nairobi) (UNICEF),,,2001-04-05T00:00:00Z,Standard,,TRUE,USD,Traditional aid,,paid,2012-03-30T11:43:00Z,1,incoming,single,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,,,,,,26479,Multi-sector,single,,,,NA,212,Sudan,single,,,,NA,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,NA,60,Sudan 2000,single,,,,NA,712,Nuba Mountains - multi-sectoral assistance,single,,,,SUD-00-1/N24,21,2000,single,,,,NA,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9530,370828,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Relief and material aid to returned refugees in Sierra Leone,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,5000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,200,Sierra Leone,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9532,358467,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Relief aid to the victims of the conflict,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,2900000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,206,Somalia,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary; Primary,"United Kingdom, Government of; Office for the Coordination of Humanitarian Affairs",Other; Other,2001-04-05T00:00:00.000Z; 2001-04-05T00:00:00.000Z
954,300000,2000,,financial,2001-04-05T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,UNHC for OLS in Khartoum and Nairobi,,,2001-04-05T00:00:00Z,Standard,,TRUE,,Traditional aid,,paid,2001-09-14T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,26480,Coordination and support services,single,,,,NA,212,Sudan,single,,,,NA,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,NA,60,Sudan 2000,single,,,,NA,692,UN Humanitarian Coordination for Operation Lifeline Sudan in Khartoum and Nairobi,single,,,,SUD-00-1/N17,21,2000,single,,,,NA,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9541,494438,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Food aid, seed grain and tools to internally displaced persons",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,4000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,212,Sudan,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9542,927070,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Distribution of food, medicine and equipment to hospitals in Chechnya",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,outgoing,single,7500000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,184,Russian Federation,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,20,1999,single,,,,,12,Caucasus (Northern) 1999 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9545,339926,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Re-housing of IDPs in East Timor,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,outgoing,single,2750000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,223,Timor-Leste,single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,20,1999,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9548,358467,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Food aid for the victims of the drought in South Wollo, Ethiopia",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,2900000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,6,Food Security,single,,,,,71,Ethiopia,single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9549,618047,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Hospitals, clinics and national emergency preparedness",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2003-06-17T00:00:00Z,1,incoming,single,5000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,7,Health,single,,,,,118,"Korea, Democratic People's Republic of",single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary; Primary,"United Nations Development Programme; United Kingdom, Government of",Other; Other,2001-04-05T00:00:00.000Z; 2001-04-05T00:00:00.000Z
955,705500,2000,,financial,2001-04-05T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Security Operations,,,2001-04-05T00:00:00Z,Standard,Safety and security of staff and operations,TRUE,,Traditional aid,,paid,2002-03-27T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,26480,Coordination and support services,single,,,,NA,212,Sudan,single,,,,NA,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,NA,60,Sudan 2000,single,,,,NA,698,Security operations,single,,,,SUD-00-1/N19 A,21,2000,single,,,,NA,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9550,284302,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Demining programme in cooperation with Halo Trust,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,outgoing,single,2300000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,15,Protection - Mine Action,single,,,,,184,Russian Federation,single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,20,1999,single,,,,,12,Caucasus (Northern) 1999 - 2002,single,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9551,692213,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Securing of the survival of IDPs in two provinces,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,5600000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,7,Angola,single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9552,370828,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,"Relief aid articles, seed grain and reconstructions of houses",,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,3000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,26479,Multi-sector,single,,,,,37,Burundi,single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9556,865266,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Food aid in cooperation with LWF in Ethiopia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,7000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,6,Food Security,single,,,,,71,Ethiopia,single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9558,247219,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Refugee camp in Kenya for refugees from Sudan and Somalia,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,2000000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,116,Kenya,single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2002-07-03T00:00:00.000Z
9559,1545118,2000,,financial,2002-07-15T00:00:00Z,2000-12-31T00:00:00Z,2000-12-31T00:00:00Z,Demining programme in Kosovo,,,2002-07-03T00:00:00Z,Standard,Humanitarian aid,TRUE,DKK,Traditional aid,,commitment,2002-07-15T00:00:00Z,1,incoming,single,12500000,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,,,,,,15,Protection - Mine Action,single,,,,,,,,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"United Nations High Commissioner for Refugees; United States of America, Government of",Other; Other,2001-04-05T00:00:00.000Z; 2001-04-05T00:00:00.000Z
