id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
18013,362189,2003,,financial,2004-01-16T00:00:00Z,2003-04-08T00:00:00Z,2003-04-08T00:00:00Z,To alleviate the suffering of the displaced persons from Burma; to alleviate malnutrition and food security,,,2004-01-16T00:00:00Z,Standard,Humanitarian aid,TRUE,336474,EUR,Traditional aid,,commitment,2017-11-21T00:38:18.732Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,9,Nutrition,single,,8572,ACT Alliance / DanChurchAid,single,NGO,24,2003,single,,,156,Nepal,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18014,782581,2003,,financial,2004-01-16T00:00:00Z,2003-04-11T00:00:00Z,2003-04-11T00:00:00Z,Establishment and deployment of an emergency survey and response group; the operation will focus on the main infrastructure to identify and remove blockades and mines,,,2004-01-16T00:00:00Z,Standard,Humanitarian aid,TRUE,727018,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,8572,ACT Alliance / DanChurchAid,single,NGO,24,2003,single,,,106,Iraq,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18015,4694836,2003,,financial,2004-01-16T00:00:00Z,2003-11-28T00:00:00Z,2003-11-28T00:00:00Z,Humanitarian emergency aid in situations of crisis/conflict,,,2004-01-13T00:00:00Z,Standard,Humanitarian aid,TRUE,4000000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,,,,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18016,250000,2003,,financial,2004-01-16T00:00:00Z,2003-11-19T00:00:00Z,2003-11-19T00:00:00Z,Emergency grant reserve,,,2003-12-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017,137143,2003,,financial,2004-01-16T00:00:00Z,2003-10-23T00:00:00Z,2003-10-23T00:00:00Z,"Development, coordination and management of landmine monitoring report",,,2003-12-10T00:00:00Z,Standard,Humanitarian aid,TRUE,120000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,15,Protection - Mine Action,single,,1442,International Campaign to Ban Landmines,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
18018,176056,2003,,financial,2004-01-16T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,IRIN,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,150000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18019,676086,2003,,financial,2004-01-16T00:00:00Z,2003-04-08T00:00:00Z,2003-04-08T00:00:00Z,Return and resettlement of displaced populations and refugees; enhancing the capacity of local community to sustainable livelihoods; improved food security; renovation of schools; reducing threat by landmines,,,2004-01-16T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,8572,ACT Alliance / DanChurchAid,single,NGO,24,2003,single,,,7,Angola,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18020,676086,2003,,financial,2004-01-16T00:00:00Z,2003-04-08T00:00:00Z,2003-04-08T00:00:00Z,Return and resettlement of displaced populations and refugees; enhancing the capacity of local community to sustainable livelihoods; improved food security; renovation of schools; reducing threat by landmines,,,2004-01-16T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,8572,ACT Alliance / DanChurchAid,single,NGO,24,2003,single,,,212,Sudan,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18021,676087,2003,,financial,2004-01-16T00:00:00Z,2003-04-08T00:00:00Z,2003-04-08T00:00:00Z,Return and resettlement of displaced populations and refugees; enhancing the capacity of local community to sustainable livelihoods; improved food security; renovation of schools; reducing threat by landmines,,,2004-01-16T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,8572,ACT Alliance / DanChurchAid,single,NGO,24,2003,single,,,37,Burundi,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18022,4152,2003,,financial,2004-01-16T00:00:00Z,2003-09-11T00:00:00Z,2003-09-11T00:00:00Z,Admission of family members of vulnerable persons admitted into the state as special status refugees,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,3828,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,107,Ireland,single,,,3009,"Ireland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2986,International Organization for Migration,single,UN agency,24,2003,single,,,107,Ireland,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18025,1575402,2003,,financial,2004-01-16T00:00:00Z,2003-02-07T00:00:00Z,2003-02-07T00:00:00Z,"To support the protection and assistance of populations affected by ongoing conflict, living in border states",,,2003-12-15T00:00:00Z,Standard,Humanitarian aid,TRUE,1466699,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,10,Protection,single,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,153,Myanmar,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18027,658762,2003,,financial,2004-01-16T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Assistance to the Sudanese refugees in eastern Chad,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,546843,EUR,Traditional aid,,commitment,2004-04-05T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,44,Chad,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18029,24648,,,financial,2004-01-16T00:00:00Z,2003-11-23T00:00:00Z,2003-11-23T00:00:00Z,Food rations and fuel for helicopter,,,2004-01-16T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2004-01-16T00:00:00Z,1,incoming,single,,76,France,single,,,4314,"France, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,5307,"Dominican Republic, Government of",single,Government,24,2003,single,,,64,Dominican Republic,single,,,National government,,217,DOMINICAN REPUBLIC - Floods - November 2003,single,,,,,,,,,,,,,,,,,,,
18030,150629,2003,,financial,2004-01-16T00:00:00Z,2003-07-17T00:00:00Z,2003-07-17T00:00:00Z,Accountability to beneficiaries,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,131800,EUR,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2507,Humanitarian Accountability Partnership International,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
18032,125428,2003,,financial,2004-01-16T00:00:00Z,2003-08-14T00:00:00Z,2003-08-14T00:00:00Z,"Quality, best practice",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,110000,EUR,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2731,Feinstein Center,single,Private organization/foundation,24,2003,single,,,,,,,,Uncategorized,,,,,,,,,,,,,,,,,,,,,,,
18033,248826,2003,,financial,2004-01-16T00:00:00Z,2003-11-20T00:00:00Z,2003-11-20T00:00:00Z,TB control in Kosovo,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,212000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,3777,Médecins du Monde,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18035,101001,2003,,financial,2004-01-16T00:00:00Z,2003-10-23T00:00:00Z,2003-10-23T00:00:00Z,"Urgent supply of firewood, ovens, dishes, sanitary products, food and building materials for emergency rehabilitation of houses for minority-returnees (2,000 families)",,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,88376,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2992,German Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18036,78482,2003,,financial,2004-01-16T00:00:00Z,2003-11-27T00:00:00Z,2003-11-27T00:00:00Z,"Assistance to upgrade living conditions in areas of return through UNHCR's QSF - supplyof building materials for rehabilitation of houses, water and energy supply",,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,66867,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,28,Bosnia and Herzegovina,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18037,111502,2003,,financial,2004-01-16T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,"Urgent supply of fire wood, stoves, beds and mattresses",,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,95000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,79,Kölnische Franziskanerprovinz Von Den Heiligen Drei Königen,single,NGO,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18038,22336,2003,,financial,2004-01-16T00:00:00Z,2003-11-05T00:00:00Z,2003-11-05T00:00:00Z,Urgent supply of fire wood and food,,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,19030,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2185,Pax Christi e.V,single,NGO,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18039,142143,2003,,financial,2004-01-16T00:00:00Z,2003-11-06T00:00:00Z,2003-11-06T00:00:00Z,"Urgent supply of fire wood, household items, stoves, sanitary products and food",,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,121106,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,4534,Help - Hilfe zur Selbsthilfe e.V.,single,NGO,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18040,134248,2003,,financial,2004-01-16T00:00:00Z,2003-12-01T00:00:00Z,2003-12-01T00:00:00Z,"Support of minority-returnees through rehabilitation of 30 houses, including water connection and energy supply",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,113037,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4534,Help - Hilfe zur Selbsthilfe e.V.,single,NGO,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18041,176497,2003,,financial,2004-01-16T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,"Supply of fire wood, food, sanitary products and household items to 330 minority returnees who's houses have been rehabilitated; support of 670 ethnic minority returnees living collective centres, with neighbours or with their families",,,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,150376,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,4695,Adventist Development and Relief Agency,single,NGO,24,2003,single,,,56,Croatia,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18042,55831,2003,,financial,2004-01-16T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,"Support of minority returnees whose houses have been rehabilitated with fire wood, ovens, beds, mattresses, bedding and dishes",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,47568,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGO,24,2003,single,,,28,Bosnia and Herzegovina,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18043,57076,2003,,financial,2004-01-16T00:00:00Z,2003-10-13T00:00:00Z,2003-10-13T00:00:00Z,Support of the return of 90 refugees and IDP's through rehabilitation of their 20 houses,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,49942,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,4306,"Germany, Government of",single,Government,24,2003,single,,,28,Bosnia and Herzegovina,single,,,National government,,,,,,,,,,,,,,,,,,,,,,,
18044,37122,2003,,financial,2004-01-16T00:00:00Z,2003-11-07T00:00:00Z,2003-11-07T00:00:00Z,"through Ministry of Defense of Germany: Supply of fire wood, mattresses, beds, stoves, sanitary products, food and building material for winterizing houses",,0.852002,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,31628,EUR,Traditional aid,,commitment,2011-04-04T10:42:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,24,2003,single,,,28,Bosnia and Herzegovina,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18045,52612,2003,,financial,2004-01-16T00:00:00Z,2003-11-24T00:00:00Z,2003-11-24T00:00:00Z,"Support to same minority-returnees whose houses have been rehabilitated with ovens, beds and beddings, mattresses and fire wood",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,44825,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGO,24,2003,single,,,56,Croatia,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18046,30164,2003,,financial,2004-01-16T00:00:00Z,2003-12-02T00:00:00Z,2003-12-02T00:00:00Z,Supply of sinks and stoves; supply of heating oil and coal in three collective centres,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,25398,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,4534,Help - Hilfe zur Selbsthilfe e.V.,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18047,162852,2003,,financial,2004-01-16T00:00:00Z,2003-12-02T00:00:00Z,2003-12-02T00:00:00Z,"Supply of fire wood, sanitary products and food in two collective centres and in a woman's shelter",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,137121,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,4534,Help - Hilfe zur Selbsthilfe e.V.,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18048,35542,2003,,financial,2004-01-16T00:00:00Z,2003-11-07T00:00:00Z,2003-11-07T00:00:00Z,"through Ministry of Defense of Germany: Supply of fire wood, mattresses, beds, stoves, sanitary products, food and material for winterizing houses",,0.852006,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,30282,EUR,Traditional aid,,commitment,2011-04-04T10:41:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,,,,,,,,,,,,,,,,,,,,,,
18049,100223,2003,,financial,2004-01-16T00:00:00Z,2003-12-02T00:00:00Z,2003-12-02T00:00:00Z,Support to refugees and IDPs,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,84388,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,,,,,,,,,,,,,,,,,,,,,,
18050,412904,2003,,financial,2004-01-16T00:00:00Z,2003-11-24T00:00:00Z,2003-11-24T00:00:00Z,Conversion of collective centre into an elderly home,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,351794,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,,,,,,,,,,,,,,,,,,,,,,
18051,25722,2003,,financial,2004-01-16T00:00:00Z,2003-11-13T00:00:00Z,2003-11-13T00:00:00Z,"Supply of fire wood, ovens, beds and bedding, mattresses, dishes and kitchen furniture to 22 refugee and IDP families and 2 vulnerable families",,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,21915,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18052,46456,2003,,financial,2004-01-16T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,"Supply of fire wood, bedding, kitchen items, sanitary products, winter shoes and coats",,,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,39581,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18053,55264,2003,,financial,2004-01-16T00:00:00Z,2003-12-03T00:00:00Z,2003-12-03T00:00:00Z,"Support of the return of refugees and IDP, improvement of the mobility of the population and assistance in the educational sector by mine and UXO clearance of a school, agricultural and other areas",,,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,46531,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,15,Protection - Mine Action,single,,4763,Humanity & Inclusion,single,NGO,24,2003,single,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18054,22857,2003,,financial,2004-01-16T00:00:00Z,2003-10-01T00:00:00Z,2003-10-01T00:00:00Z,Provision of shelter material,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,20000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,24,2003,single,,,137,Mali,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18055,285714,2003,,financial,2004-01-16T00:00:00Z,2003-10-15T00:00:00Z,2003-10-15T00:00:00Z,International protection and multi-sectoral humanitarian assistance,,,2003-12-10T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,156,Nepal,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18056,285714,2003,,financial,2004-01-16T00:00:00Z,2003-10-09T00:00:00Z,2003-10-09T00:00:00Z,Assistance and protection,,,2003-12-09T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,4,Algeria,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18057,285714,2003,,financial,2004-01-16T00:00:00Z,2003-10-16T00:00:00Z,2003-10-16T00:00:00Z,Protection and assistance for Sudanese refugees,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,44,Chad,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18058,53706,2003,,financial,2004-01-16T00:00:00Z,2003-02-28T00:00:00Z,2003-02-28T00:00:00Z,Evaluation of 5 humanitarian demining projects,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,50000,EUR,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,3299,Geneva International Centre for Humanitarian Demining,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
18059,305164,2003,,financial,2004-01-16T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Assistance to food protection,,,2003-12-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,260000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,24,2003,single,,,,,,,,International organization/foundation/individual,,,,,,,,,,,,,,,,,,,,,,,
18060,45714,2003,,financial,2004-01-16T00:00:00Z,2003-10-22T00:00:00Z,2003-10-22T00:00:00Z,IRIN activities in Western and Central/East Africa,,,2003-12-10T00:00:00Z,Standard,Humanitarian aid,TRUE,40000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
