id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_Emergency.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code
270249,1751,,,financial,2023-02-15T09:56:55.708Z,2022-05-12T00:00:00Z,2022-05-12T00:00:00Z,"Refugee and Migrant Response Plan for Venezuela 2022 (RMRP)
Guyana: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Food Security )",softly earmarked,,2022-08-15T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T09:56:55.708Z,1,incoming,single,PA96P0522/DP.2458    2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Food Security,single,,95,Guyana,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270250,8874,,,financial,2023-02-15T10:01:50.254Z,2022-05-12T00:00:00Z,2022-05-12T00:00:00Z,"Refugee and Migrant Response Plan for Venezuela 2022 (RMRP)
Guyana: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Education )",softly earmarked,,2022-08-15T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:01:50.254Z,1,incoming,single,PA96P0522/DP.2458    2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Education,single,,95,Guyana,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270251,33316,,,financial,2023-02-15T10:04:48.523Z,2022-05-12T00:00:00Z,2022-05-12T00:00:00Z,"Refugee and Migrant Response Plan for Venezuela 2022 (RMRP)
Guyana: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Common Services )
Information Management",softly earmarked,,2022-08-15T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:04:48.523Z,1,incoming,single,PA96P0522/DP.2458    2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,95,Guyana,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270252,3125,,,financial,2023-02-15T10:06:40.213Z,2022-05-12T00:00:00Z,2022-05-12T00:00:00Z,"Refugee and Migrant Response Plan for Venezuela 2022 (RMRP)
Guyana: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Common Services )
Coordination",softly earmarked,,2022-08-15T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:06:40.213Z,1,incoming,single,PA96P0522/DP.2458    2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,95,Guyana,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270253,33265,,,financial,2023-02-15T10:11:05.324Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for WASH )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:11:05.324Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270254,597489,,,financial,2023-02-15T10:13:11.875Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Shelter )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:13:11.875Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270255,706325,,,financial,2023-02-15T10:48:54.568Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Protection )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:48:54.568Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Protection,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270256,63502,,,financial,2023-02-15T10:50:37.690Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Protection - Human Trafficking & Smuggling )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:50:37.690Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26546,Protection - Human Trafficking & Smuggling,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270257,116579,,,financial,2023-02-15T10:52:16.068Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Protection - Gender-Based Violence )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T10:52:16.068Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Protection - Gender-Based Violence,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270258,261153,,,financial,2023-02-15T11:24:10.529Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Protection - Child Protection )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T11:24:10.529Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Protection - Child Protection,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270259,239189,,,financial,2023-02-15T11:26:25.426Z,2022-05-12T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Multipurpose Cash Assistance (MPC) )",unearmarked,,2022-08-17T00:00:00Z,Standard,USA/BPRM,TRUE,,,Cash transfer programming (CTP),,paid,2023-02-15T11:26:25.426Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26479,Multi-sector,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270260,385721,,,financial,2023-02-15T11:41:06.412Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Integration )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T11:41:06.412Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Early Recovery,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270261,28961,,,financial,2023-02-15T11:42:55.514Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Humanitarian Transportation )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T11:42:55.514Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Logistics,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270262,787213,,,financial,2023-02-15T11:45:28.757Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Health )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T11:45:28.757Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Health,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270265,15567,,,financial,2023-02-15T12:02:26.793Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022 Common Services	IM
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Food Security )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:02:26.793Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Food Security,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270268,297520,,,financial,2023-02-15T12:07:18.805Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022 Common Services	IM
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Common Services )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:07:18.805Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270270,51238,,,financial,2023-02-15T12:10:25.793Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022 Common Services	Communication
Ecuador: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Common Services )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:10:25.793Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,65,Ecuador,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270274,21193,,,financial,2023-02-15T12:13:23.113Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Curaçao: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for WASH )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:13:23.113Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,58,Curaçao,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270276,13257,,,financial,2023-02-15T12:15:00.667Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Curaçao: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Shelter )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:15:00.667Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,58,Curaçao,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270279,10257,,,financial,2023-02-15T12:19:41.406Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Curaçao: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Multipurpose Cash Assistance (MPC) )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Cash transfer programming (CTP),,paid,2023-02-15T12:19:41.406Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26479,Multi-sector,single,,58,Curaçao,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270280,18975,,,financial,2023-02-15T12:21:20.907Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Curaçao: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Health )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:21:20.907Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Health,single,,58,Curaçao,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270281,6000000,,,financial,2023-02-21T02:25:31.792Z,2023-02-17T00:00:00Z,2023-02-14T00:00:00Z,OCT 75286 [OCT 75286],softly earmarked,,2023-02-15T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2023-02-21T06:33:13.741Z,3,incoming,single,OCT 75286,144,Mexico,single,,,,4856,"Mexico, Government of",single,Governments,National Governments,National and Sub-National State Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Syrian Arab Republic,single,,8125,Syria Cross-border Humanitarian Fund,single,Pooled Funds,44,2023,single,,Country-based UN Pooled Funds,Local and National Non-State Actors,,,,,,,954,2023 Türkiye –Syria Earthquakes,single,,,,,,,,,,,,,,,1149,Syria Earthquake Flash Appeal 2023,single,,,,,,,,,,,,
270282,10257,,,financial,2023-02-15T12:23:19.516Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Curaçao: INTERNATIONAL ORGANIZATION FOR MIGRATION Education",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:23:19.516Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Education,single,,58,Curaçao,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270285,1120,,,financial,2023-02-15T12:28:35.812Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022,earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:28:35.812Z,1,incoming,single,PA96P0522/DP.2458,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,54,Costa Rica,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270287,858,,,financial,2023-02-15T12:31:26.413Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Costa Rica: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Food Security )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:31:26.413Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Food Security,single,,54,Costa Rica,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270289,130751,,,financial,2023-02-15T12:33:45.282Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Chile: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for WASH",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:33:45.282Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,45,Chile,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270290,141797,,,financial,2023-02-15T12:38:46.768Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,"Regional Refugee and Migrant Response Plan ( RMRP) for the Venezuela Situation 2022
Chile: INTERNATIONAL ORGANIZATION FOR MIGRATION (response plan for Shelter )",earmarked,,2022-06-10T00:00:00Z,Standard,USA/BPRM,TRUE,,,Traditional aid,,paid,2023-02-15T12:38:46.768Z,1,incoming,single,PA96P0522/DP.2458   2986,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,45,Chile,single,,2986,International Organization for Migration,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
